CaseOrder,Tenure
6926,58.76836
6182,58.52876
122,4.799514433
2888,12.69289
8789,57.07265
4182,4.892174
4877,1.374443
2069,2.402087
6248,48.16091
1306,13.03099332
1348,3.135848347
2394,11.36938
1502,18.02281027
7422,41.37315
4289,22.05456
6026,63.47945
1939,2.24841574
4153,19.94322
718,13.85187885
9328,64.01003
9813,59.40963
3232,8.539485
4452,5.452285
8574,48.78507
2424,6.617173
5343,52.3499
5294,49.66569
4815,7.888574
7240,59.49558
7556,63.37746
8214,63.99474
2722,11.88503
963,8.015401085
307,6.198230305
5138,43.29117
1419,4.594946825
7618,63.47441
6256,57.04917
3283,3.98008
1296,4.397705634
9924,58.1358
9642,52.4705
8689,66.27257
2019,1.954899
4112,15.82734
5544,45.18454
7351,59.82583
3792,27.84191
6165,64.10363
3436,10.56862
3202,4.525491
2515,8.973181
3847,6.893142
3706,9.19773
7017,43.92326
6236,55.20546
5523,67.11808
8480,71.99132
423,6.437878909
7550,41.95888
3938,7.626943
2310,5.885148
4851,2.250238
6446,58.7814
252,14.23487852
1430,16.78883402
7100,44.14519
1615,9.217596711
9129,62.46483
1417,21.13118502
7311,51.62495
6948,69.03568
6634,37.11912
9016,64.1745
2644,4.310974
3172,9.705314
6983,56.1721
3047,12.00194
35,3.471329958
2977,10.11079
3848,10.42906
1252,2.163284177
4697,4.46492
2044,3.08799
8161,57.66137
2829,3.157767
6034,69.026
1458,19.08438023
4745,17.88722
9229,67.92751
1972,10.98841039
4463,1.871066
2001,10.50826
2335,7.88215
9683,52.90819
3302,5.705684
9659,58.20314
9912,69.99167
3934,7.369734
9143,59.84973
4598,2.507107
280,6.877942744
1212,5.550110436
5519,67.16512
5631,60.15898
9953,67.0374
4538,14.0669
1332,3.955928538
7825,58.50824
5230,56.99989
9354,60.04586
1028,4.303849456
7417,70.77308
8194,55.72308
4780,1.90586
9801,70.64245
7548,54.94221
5136,64.1621
1534,14.92730216
3554,14.74415
1331,1.699850064
4406,2.681114
9026,70.40902
3422,6.671684
1114,5.901029789
5608,59.43102
6809,55.09689
613,10.03212915
2406,1.813049
2077,7.978289
5421,53.82378
9606,60.4105
2957,7.845114
7670,57.89761
6190,62.58644
5734,71.00745
1746,24.77634001
5763,70.97645
4240,8.361438
238,9.405224809
7329,56.26118
6702,40.24438
5676,61.60654
8851,64.56459
9962,54.75767
555,11.40192641
5933,70.16829
6140,71.01166
933,4.816592997
9159,62.6093
6692,48.90424
7909,48.92659
1575,2.722761372
8767,45.66396
2914,2.457741
8277,39.27289
202,18.56165869
1954,21.4708673
6484,44.60033
7994,71.805
6801,39.4081
7470,48.53271
2350,5.850283
3528,4.380312
4942,18.08315
5093,52.76082
2058,31.32024
5925,52.89423
9104,54.7709
746,9.539962975
2966,11.16749
5715,63.05421
1357,11.73492964
4091,3.211508
9130,54.22814
6183,56.01033
2797,13.47613
5841,61.82935
6971,58.04214
9310,59.03432
2339,9.594746
3530,19.28984
3459,17.19789
142,2.887429547
9426,71.94719
8336,47.86746
4541,19.84947
2591,12.173
8268,54.68337
3930,7.778058
4880,3.384599
348,13.62832619
8944,63.43387
8455,59.64391
7286,53.53017
4253,9.022068
6050,67.57419
6225,60.43351
4674,3.878332
4093,9.062033
1712,3.663316236
6491,68.47895
9337,38.2827
9091,62.45443
5383,45.84265
2718,9.499599
6252,64.49909
6841,45.89028
5423,53.17302
2624,30.82191
1096,7.172070851
3900,10.90922
3248,4.157726
5495,62.90729
1378,14.05740045
2128,1.789614
2326,12.27217
3400,5.996824
2711,4.243723
9927,49.07033
3698,10.35779
3670,7.896421
9708,53.9011
9992,55.49816
9285,68.98754
8379,41.75833
3491,15.36862
2038,9.84106
8793,66.50713
6546,60.18695
8422,60.98195
7869,36.88134
9228,57.28247
7728,67.96418
3448,19.19435
7916,58.06953
3036,3.101413
6853,70.62716
4612,16.58054
6946,57.85206
9816,60.29749
6636,70.36489
7978,67.71293
8560,61.65935
7315,59.66552
8137,63.48369
9961,54.1338
3624,3.857792
3748,3.831822
6156,57.1124
3288,1.356734
5506,45.6394
3584,16.03441
8962,62.21879
4785,2.77885
7960,48.98259
7473,46.91449
1914,3.005659256
1652,11.07083425
5872,61.59822
2177,12.43721
5220,69.28716
95,18.38404445
552,7.793733508
1611,2.294386519
6619,63.9916
9051,62.71074
8796,68.93363
9275,67.87019
8947,59.12149
7638,55.55865
6378,50.62544
5520,56.9918
5835,65.3851
2960,8.259385
2538,1.025579
167,8.4944392
9084,70.00904
2898,14.72164
2701,8.436679
189,5.587484456
3609,16.43691
9218,59.01705
2340,3.199682
8393,45.91919
8915,55.02079
8693,51.98225
3822,9.932123
705,7.979145258
34,20.89923386
4293,19.56071
8154,63.30112
2709,9.026366
4247,1.741247
8220,68.6654
7261,70.32865
5256,57.95857
3077,10.52622
2230,10.39421
5174,59.29981
3883,8.081693
8836,71.05361
2733,11.16116
4281,8.06514
667,14.86270396
2408,17.76511
2757,3.122125
1003,5.31868521
7675,65.13005
2853,12.86853
2364,14.80365
7306,57.86878
3861,14.36438
837,15.74763468
646,2.768037617
5151,71.36133
4353,6.106821
8392,69.38376
12,10.52199781
2320,6.137692
7485,70.1758
6698,40.731
1683,10.85865384
8674,39.35678
8730,71.12475
9697,60.5411
6507,69.04134
5775,58.78687
6013,63.31259
9302,64.54595
8209,61.0537
6699,65.16939
1236,11.96148946
4842,8.71167
9871,54.02641
7684,57.11409
5485,43.77028
9094,67.34697
6836,64.92993
5767,54.7075
1836,16.00167972
3466,4.597088
5362,54.10768
1892,7.18546062
1704,7.441432103
5993,36.05308
2922,10.16511
6851,61.18991
3544,13.08183
4524,7.668017
900,1.611546284
3075,1.689999
8806,69.12212
3281,2.71724
6274,49.64838
8004,63.25715
8257,52.87464
8940,65.71805
3358,1.398734
6062,61.63974
1460,3.354127023
1231,4.997365436
6755,68.60299
383,16.8000196
9665,65.85945
5744,69.76805
6210,65.68601
9799,65.0829
5234,65.28157
2868,13.96391
6651,65.65204
4345,12.18592
7880,56.84758
4024,15.49592
1744,13.82541752
6580,62.03561
4594,7.634806
2690,4.526424
1503,11.71980152
8713,66.00509
7997,51.68157
3040,7.72199
9407,62.31372
1404,6.642819537
8344,65.93469
6010,64.81359
9097,55.77968
6107,62.77848
8448,55.18746
5242,48.92152
9814,40.43984
2142,2.432366
6130,56.86301
5259,69.03829
7944,41.54053
3757,2.560691
4319,14.40375
5992,47.94402
9291,68.07527
1136,8.721905501
8410,45.96907
2915,5.006746
126,7.231032028
5130,67.18331
3067,10.02202
2801,5.954975
3443,2.526565
8388,55.22442
6154,50.07284
8027,54.51932
4466,15.85774
9859,57.4792
1803,2.932159225
3154,7.930205
3128,7.469813
4738,9.712168
9753,62.55977
8354,48.03223
3365,6.907426
2018,16.81532
9170,71.86603
2116,8.944195
9661,64.17582
7592,61.173
8589,70.90919
4,17.08722662
6941,64.11518
8226,66.12623
3876,7.623523
9307,64.3165
8074,47.3962
7418,38.36776
8276,71.15596
353,10.9750814
180,5.522376826
8639,49.26867
5199,67.20907
7664,65.98685
4172,5.062073
7249,53.9154
2866,5.602813
5247,54.91169
7725,58.2078
5979,58.96627
9336,68.95831
2498,12.61471
1993,21.67433467
7233,71.38558
2422,11.11794
6087,56.7924
6418,61.19826
8820,68.47424
363,10.16660427
802,4.612099351
3988,9.820347
2802,8.316193
8219,56.07932
6088,60.20473
3249,9.880576
4516,8.387889
3285,1.932645
1676,8.397776839
138,7.251397592
1999,6.093194674
3523,3.662342
1593,11.07800251
7182,48.25936
8831,65.66957
2070,12.85483
9047,58.45672
4331,3.656765
7939,47.40865
6269,51.95172
2273,6.403857
215,15.85002222
8543,45.75297
5017,55.11148
4820,3.876069
866,1.901532614
7033,71.63589
7930,48.36469
7259,61.82628
3946,25.43212
4382,6.91807
3403,3.545553
2341,13.24052
822,24.19132114
3953,3.08219
3515,9.068923
6375,66.07472
1180,8.509499576
9295,64.11559
3747,5.962119
1950,22.04436191
4497,2.284487
825,5.691421867
1477,16.37167434
3790,2.555762
9502,65.44538
911,9.637781398
8304,65.22821
4480,2.005733
69,12.24190682
9387,63.17504
3600,5.760318
5643,64.91322
8047,70.99802
8919,51.80774
800,28.86969715
1345,9.62893496
4347,19.78766
1015,11.42508906
7181,58.8721
3468,18.80644
5706,70.22928
493,6.935335786
7043,56.08334
3657,8.161101
3722,7.735821
2098,11.50316
9397,49.72909
1135,18.66406554
3915,5.145314
9441,42.47836
5617,51.58472
3105,1.891666
7120,60.45093
749,3.736763788
530,2.050742411
9400,61.27483
8625,55.51616
2994,13.44855
990,6.069124406
9714,63.18627
4595,3.794574
8387,59.35209
503,5.100566529
1604,2.731606393
3079,17.2154
6965,67.86091
1747,13.28713487
5902,70.73486
3936,8.30949
2035,7.376158
1661,11.82576277
673,13.80323806
8112,69.06918
1429,11.44470291
885,4.849677072
5403,67.89759
4412,4.055418
3231,2.19437
6382,60.91248
1046,13.37654004
5833,71.58072
7649,64.92325
5388,70.69408
647,6.357562637
5919,69.90151
9264,50.97885
3092,16.88185
9744,44.01106
6108,64.54916
1908,1.512791057
8302,71.92785
1529,7.843263617
9216,66.94632
5891,46.55143
2533,8.457034
8142,60.06981
7599,71.36862
3219,9.556572
3025,7.342789
4154,12.63051
7350,44.92225
7136,54.07728
5083,58.43587
6469,60.88203
9002,69.91998
3510,19.42268
7165,63.69896
6670,56.08175
8272,69.7211
668,2.216583602
5449,65.78
7288,65.93142
6094,49.50927
1900,2.871999386
9319,63.10868
6203,45.82823
1057,13.0035986
5514,55.0447
5236,71.52864
6223,57.59524
9453,52.92007
8640,52.27228
4707,4.219362
319,7.272649386
9547,56.31703
2784,18.94429
2678,12.14453
9589,66.56346
8000,66.21743
3478,5.481792
9599,61.52544
3704,17.18815
3767,8.249394
1846,17.31776736
211,4.525864256
7018,60.1246
4449,6.736871
7190,43.59094
2588,11.64744
581,1.084656113
3604,9.570397
937,10.50397242
4546,6.506483
1672,4.304076015
4101,11.94952
6131,62.6686
7855,58.97078
5503,68.96904
3081,4.267801
2545,22.73656
269,7.425503428
4827,1.530293
4223,4.192662
3136,8.718999
4468,2.426747
6920,68.13863
9164,39.62761
3862,2.017622
9624,68.03324
4568,2.804449
487,3.820262172
2843,3.631024
507,18.76976086
4489,11.94283
2756,8.612474
5610,61.47987
6018,63.5434
795,4.933319572
8007,61.35472
1739,14.93006551
9063,66.15184
4084,4.91638
5895,66.94288
3471,3.152098
9922,65.21231
5496,63.42204
8380,56.64692
4695,8.390283
9124,64.63082
9870,41.72903
2390,2.061636
2737,1.992273
6828,47.42715
9366,60.34589
4748,4.115815
5819,67.90183
809,9.162445307
3412,9.29979
1232,15.32475177
5432,57.31946
2869,9.841833
1992,5.412980331
5267,68.06938
704,5.759265746
7893,63.98562
3962,4.01663
1247,10.36025557
2715,17.98715
9339,53.54212
9093,62.83227
4083,1.690026
234,16.0708543
5577,62.84931
1278,14.39399314
9487,68.88449
5339,53.71087
5552,59.01535
3294,7.266887
7612,68.59473
9417,57.49343
9678,54.17218
8216,63.79124
8948,70.43935
7955,68.9214
7589,48.5611
7177,65.74105
350,3.365552603
1667,13.79138076
404,3.084376591
8704,69.80263
8144,65.25094
5996,62.38889
8782,61.46188
6147,49.40477
8499,43.40615
1585,5.970269701
4766,9.312734
2595,6.24751
5788,44.02354
1767,17.1001258
2887,13.49323
3970,15.37432
8230,57.72738
9694,52.58164
7453,68.67996
1975,14.64298089
8627,61.24745
2414,13.87203
1356,18.88610542
1043,15.1418246
3190,21.12911
6618,63.12959
5773,63.28674
4898,17.55118
417,6.417132666
8762,46.38454
8260,52.39253
6,7.000993555
7393,61.95264
1820,10.27742832
9971,61.51366
7888,62.96952
4577,14.31807
8822,48.01685
5764,51.27317
2612,2.333094
9389,57.27176
8313,52.59645
3582,1.280342
298,5.548652108
4586,23.08203
1498,5.497366828
9299,47.77384
5615,60.81561
1863,8.006997906
997,4.06047424
8852,58.51928
6804,69.86292
9830,58.57706
6442,67.28603
525,1.502124145
8727,70.33975
5470,61.3125
9842,60.87178
6470,36.26479
758,3.196943016
1413,2.495010749
8490,59.60557
1666,14.98166868
5459,55.26536
7135,63.80215
6373,62.88109
7988,62.86179
9903,49.76373
3742,2.657783
5487,38.54459
740,1.650263525
5880,66.9541
67,4.471254161
549,22.76986341
305,16.84928353
7629,49.85906
7582,68.98508
4784,7.03957
8547,71.3386
9485,64.95028
612,6.396338897
4959,10.70911
2968,6.249599
5982,57.91581
6141,64.37976
1663,2.552193205
1073,1.929621761
1388,12.48678964
998,9.618627021
7022,70.09961
6557,70.52836
3804,7.481549
986,19.02547148
411,3.778575882
3637,1.110729
7273,67.66242
3820,2.110607
2754,1.835564
5002,54.04107
8611,57.54686
7456,64.91211
2638,23.9038
5164,50.69979
974,2.010811355
1375,23.05042619
6278,69.50311
7980,59.9904
9788,60.95606
8759,64.25291
1085,8.458121948
4049,8.462764
7260,59.98863
9653,63.42586
8801,68.68812
6186,62.54758
5300,44.23945
8895,39.23505
1792,2.542844079
1559,8.915680176
2539,15.02441
4931,2.488097
2541,7.409027
5946,58.66502
2170,3.708394
5127,67.76579
637,2.684151079
2232,13.85765
82,7.832238337
3148,9.075014
4169,6.941165
3631,7.567398
9331,53.81991
5553,58.60767
9721,46.84079
7498,62.40518
9802,50.85505
213,1.416592892
2195,2.180679
5621,65.90305
884,14.04985628
1385,1.67735795
1562,9.300517617
4239,10.99657
757,19.9441873
4896,6.597117
8680,60.41609
4157,5.877819
6716,61.51143
9934,64.55211
1024,8.846951024
2535,1.413033
396,8.951793883
5713,47.6364
8394,70.99616
1346,4.248159714
6831,63.62938
3666,4.278123
1014,6.745272795
8578,70.68543
2936,4.799511
6895,64.95682
2438,19.93923
5253,67.75237
6819,61.9089
8997,48.85809
5907,68.88054
9306,69.2394
3054,11.31382
9747,59.64017
6858,59.003
7642,61.77813
8093,50.53589
7271,57.6549
8585,52.30473
7343,66.60033
5260,56.90852
1890,13.56958731
7721,54.16378
1627,11.58448327
6262,64.34541
699,2.995498523
1882,5.731198479
1772,7.217041327
7328,53.96674
9889,63.19406
6710,58.04416
5585,52.98033
446,10.8600084
6993,70.79817
1400,4.32321356
7993,65.50762
2012,20.16124
243,2.861423443
8557,66.74968
7952,70.40235
7241,56.68304
9848,66.15837
9399,62.2002
9703,68.32444
4662,8.873645
7061,68.21625
3608,6.391286
4456,8.867984
8018,46.77244
8438,61.23692
4279,24.09793
8656,48.45122
452,3.470685398
6073,66.34669
1626,4.589210527
7767,50.27485
4261,16.53241
502,2.81822785
4866,6.431215
1622,11.30820237
5728,50.42623
5798,69.14535
71,23.92132231
2131,29.35795
3505,3.304515
3664,9.321719
7518,46.77756
197,15.87685513
9420,58.01097
7377,47.02083
6610,44.97976
8039,60.15609
7848,66.17677
7459,61.46682
8377,39.22782
6789,66.92587
118,12.58298231
2991,9.25677
8352,65.52159
2484,14.44636
4525,7.461144
6570,67.76235
2992,5.526815
9797,56.40122
6459,69.21008
2416,8.440774
4305,4.661936
3789,1.361282
633,12.36979696
8778,62.52045
4318,11.12611
2838,6.79324
621,11.38939562
4035,25.43027
8180,64.49464
9261,58.20411
7862,57.55841
1299,12.01513041
6495,71.82981
4426,1.78963
8211,57.692
9163,56.37162
8095,67.21909
2668,5.25157
6482,54.28015
2841,15.33274
5650,71.71986
9693,66.51398
9435,64.93663
5394,49.48328
6759,53.77195
7083,52.61618
368,5.25445262
7160,68.40649
4207,4.784022
454,9.16272705
3243,1.625652
5249,65.28829
5592,61.02521
9616,61.57299
7137,71.11027
7255,66.54966
3906,15.88445
3677,16.66607
9128,49.73125
6038,36.44011
2247,7.533801
8957,61.17571
3240,3.1741
4381,1.126364
3309,4.95874
7619,66.31026
9054,64.99061
1919,15.54170472
1021,15.0349197
6908,63.25532
5306,47.01192
5319,58.42415
8301,61.75393
9380,56.37261
7901,54.53013
7854,61.91633
5254,67.55257
796,6.284107728
7747,70.1175
7756,58.30226
6988,55.6096
4079,21.31617
9240,69.82047
6959,42.31348
6371,55.94357
4099,6.218071
7964,58.58252
1808,6.577676916
7081,61.19712
5123,54.55822
1018,9.907505405
1885,3.386665328
7603,59.05181
6773,55.5206
8061,58.52641
3917,2.348003
9475,56.22378
5323,44.64514
3713,7.2247
7521,61.6107
207,3.043063167
3901,11.51439
5951,66.17964
2804,5.000016
8942,69.44504
1878,8.209710913
881,5.803901847
4199,5.102617
5807,67.61943
5645,47.64072
1358,9.841085026
6916,70.24155
2276,16.16886
4961,10.90429
5884,65.54969
3386,12.15758
9636,52.67702
7816,67.16748
683,17.80378998
6085,62.83437
2891,7.881289
87,4.650578623
9516,64.19478
7129,58.65554
9181,71.24132
6241,67.09465
751,20.07541432
4453,8.342325
8459,56.26037
3925,4.066843
9563,66.80152
1246,9.323157168
9746,48.99944
8884,54.40563
4807,19.48387
7080,61.03116
6989,70.82774
1365,2.876901531
3945,4.008932
3751,16.05745
6315,48.25774
7600,63.35604
2076,8.084289
3395,4.947213
6387,45.29142
7761,62.17828
9247,50.79108
1720,10.68004106
2862,9.693608
239,12.84490034
2353,15.73243
5171,63.70781
8540,61.3684
5774,59.1618
323,14.6728104
6326,53.02286
5228,49.67201
6883,68.08911
5217,69.31083
1827,12.16872039
2376,2.590677
9344,71.46108
5430,71.52256
4627,10.52104
3916,17.22292
535,2.359067126
7590,58.2249
8281,67.92804
2832,10.75614
9409,41.97598
393,5.940902789
4262,3.402225
3594,14.75827
5878,60.92178
2000,10.28304
5032,67.11782
8824,61.48122
4377,6.708628
1027,12.43358232
4654,5.464636
3512,6.896176
8986,59.47664
2157,8.66647
3481,18.08688
4755,17.30262
1801,8.154668093
1017,2.722310392
9977,67.57609
9137,58.4219
3539,19.70229
8795,51.99282
6037,55.08862
3824,12.13947
3817,3.895892
3452,5.360574
263,8.959047529
847,10.81273093
6181,62.83833
4354,6.463724
3591,5.63355
8025,60.19463
6515,39.65071
4087,2.779089
1239,8.825774698
2798,9.887746
1147,17.35804942
1643,5.070551439
3344,8.997315
6008,64.60955
7133,69.46066
6794,64.31944
6297,66.66711
8854,71.75497
3668,4.674127
6521,42.83737
4390,15.95966
7465,56.05747
7641,50.43597
5454,38.28807
1454,10.46452162
1698,11.29271486
6292,68.60055
7362,63.42517
9325,67.00686
8396,63.88028
3663,7.863565
2430,20.5514
5492,55.90679
8484,37.04844
1906,6.044266101
4722,15.75222
5476,70.65651
8850,51.9647
6409,66.34756
7737,58.6688
8475,61.36647
8712,50.69797
9193,60.43193
2556,1.442102
9525,67.67761
3899,14.55
2147,2.301376
8157,56.82842
4549,14.66847
3247,16.12056
7539,65.39301
4343,15.10828
9909,64.34378
1550,10.61383322
5120,69.86769
8424,64.48611
5666,67.0795
8340,65.13745
4557,13.23966
8474,53.39442
6340,50.56908
8907,68.14328
5085,58.04694
8287,71.44569
4801,6.142753
9578,53.98876
6414,56.57319
4653,10.13859
8655,45.39565
994,4.868716415
9106,56.24334
1055,4.929637705
4797,7.295203
8430,68.03642
9036,65.90788
4888,22.744
9738,63.56661
2999,11.65333
9183,70.69994
791,6.509951549
7815,51.74735
935,11.58576976
7444,65.80384
6681,62.83586
4003,11.40214
1784,2.851017432
5890,64.07956
1735,8.406444381
701,9.84141211
3873,2.664026
7558,58.31897
345,2.656915117
4798,17.19189
5369,43.80971
4971,2.348386
1082,10.19437082
3645,4.283128
6314,41.0181
3038,5.97747
7183,64.26003
6253,56.12428
7365,64.29675
6230,65.33266
324,5.953547112
9179,49.42466
3897,8.386574
2269,16.30451
2221,3.089663
7113,71.83307
4045,10.52332
3778,14.1842
1879,7.19812868
6781,49.65691
7722,60.69643
720,6.636312277
1176,9.314854212
4713,18.84228
3877,12.7637
778,3.189179387
2428,13.12966
9966,46.87556
8958,51.77932
1386,10.55675189
433,2.644787483
6243,63.32675
2637,16.12971
2474,2.446064
451,21.71097206
4159,17.62624
2894,12.47148
3274,10.70349
5313,52.61696
8994,71.12545
2566,9.817033
4074,8.761313
2697,21.09953
3421,7.151009
418,18.61278731
2747,16.57284
7820,65.40232
3235,1.567389
4854,6.649321
9082,62.87394
8867,42.02106
3378,5.624237
1040,13.08606275
7480,69.02789
2852,11.40421
7269,48.48324
5046,69.26833
7806,47.11262
5055,56.23842
5489,53.46837
7780,45.6406
4445,9.05217
3812,21.97517
6553,42.43922
2928,11.16076
3975,26.14972
1834,1.997833268
1943,8.721771003
5325,47.1075
2242,1.198203
3662,14.70737
702,16.66441267
2427,13.20294
134,9.743201772
4926,14.13869
3342,4.672744
2471,18.8572
271,2.009542213
8124,64.07652
1399,17.12047934
9300,70.50182
4740,3.407577
5056,69.87041
2867,9.938487
1840,18.29765062
1020,11.34544436
2611,2.367066
961,9.349597147
6113,64.16811
3391,1.668767
6044,66.69757
5087,66.75709
2143,4.044068
1352,19.43267321
9404,61.68555
8374,40.96005
5153,60.28236
6341,45.95837
1580,1.760409672
4867,1.74299
2293,3.197618
1928,6.136751688
2194,2.918826
3659,2.353582
1216,7.60247544
2856,1.462471
8082,68.34459
2967,13.16571
1457,14.26615817
4503,14.86376
2946,12.24574
5044,64.01652
9743,61.73668
8099,65.2185
8953,67.93803
9125,59.61692
245,4.98152586
5365,69.01301
1394,2.619468979
435,3.508974199
8878,46.55186
7479,58.12362
6927,42.93159
5900,50.76733
9473,51.51251
658,7.29973843
478,2.598489694
2163,6.575242
4808,5.067354
6727,58.24766
6324,63.27315
2686,4.534721
496,8.573785357
7321,71.27541
6589,64.01062
8883,55.42799
6953,69.71587
6810,71.4249
895,10.79186592
1273,15.71358455
8315,60.70855
7811,58.13967
5067,42.74672
5373,69.86503
908,9.137809439
4847,4.212653
564,5.204111135
8452,61.13096
4383,18.32428
2880,11.52687
7937,58.50038
6657,55.90619
20,12.80615845
2061,12.4962
1710,20.16532013
124,8.156552837
5165,70.59531
9806,64.15677
840,4.310152224
5765,67.75314
2393,6.233177
5180,62.03303
6662,63.06198
8523,65.2372
4875,1.112412
6417,65.91841
2213,20.43585
858,4.475652318
9321,68.02518
4064,19.46465
4203,2.885895
1237,15.48651522
2700,10.55294
9429,59.1561
4823,1.331372
3175,10.65826
3489,2.569515
4126,8.032262
4935,2.184299
7812,41.27155
9851,45.85581
5370,50.58329
276,9.517703088
5679,68.32614
2579,10.29048
4194,3.479316
4137,5.325642
2633,12.23147
8471,60.04717
330,11.10356439
5796,50.09295
3372,11.32725
4206,4.073125
3045,8.794478
3644,11.6573
3141,4.433189
4893,8.324111
3697,1.671807
3905,7.495947
9775,46.04312
5442,69.53443
656,7.243986575
571,10.81527088
8250,69.68937
1866,15.18780416
9601,59.89979
9046,71.45681
8205,55.15311
5203,61.73977
2191,4.836004
6572,49.22513
9807,65.54203
3100,16.17631
4170,10.91791
2592,8.909806
8443,43.69814
7131,70.20428
9292,68.79305
3409,14.17544
8890,46.75485
611,12.3848312
9998,47.41689
5285,67.81163
561,9.306233406
436,11.50651216
1597,13.99605863
2766,6.246939
9739,67.19702
7246,56.73616
9423,49.37752
3793,10.92044
7577,65.14224
5960,55.47474
7004,58.33853
9715,62.16781
8569,43.73697
7213,65.80077
5759,62.56058
5604,47.17819
662,16.67574291
8240,57.06365
6081,55.90137
101,14.46288204
8105,59.9106
4987,8.599092
9838,61.8401
9862,51.85047
5991,48.95603
3211,6.976028
2822,7.837878
982,6.721823696
6894,59.34372
7823,71.91339
2344,1.835282
6468,47.69242
9206,59.22188
4490,2.147261
5927,53.80449
5988,57.16208
1241,15.56696462
5784,66.63219
5351,61.18595
6628,51.54386
3850,12.674
789,9.322934248
5367,62.10157
3027,20.95648
6966,68.88402
5855,54.24636
2421,10.55912
7986,46.076
4360,9.975367
2532,14.39213
5997,67.27106
2883,22.24529
981,14.02849733
6321,54.01597
3989,3.488459
7935,69.78016
6545,56.69865
3163,1.481645
7270,70.54943
8246,45.93241
206,17.72593456
1376,7.677039536
1007,5.688867768
467,17.24908083
5889,62.94907
9226,68.97874
4160,2.026825
2217,4.465592
5977,69.37615
9451,65.01229
5356,54.07152
7919,68.26584
9359,51.79712
6597,57.62771
3335,4.461349
2981,2.117403
1631,12.27728241
5215,56.51532
3737,14.7094
2106,18.381
1353,2.108441505
736,5.473564746
2499,5.714937
777,25.77611616
9421,57.33305
5107,64.17623
9770,65.03729
9456,57.37458
9439,54.64972
2187,17.55138
2861,8.36006
1867,10.38039309
5477,59.23589
2903,21.25517
9603,58.59926
5262,70.54256
4795,2.628926
2290,1.739449
2367,1.582585
8725,62.83864
1651,7.182441329
3110,6.725815
7777,42.73824
6202,44.16108
773,8.446160069
7787,68.36284
1008,2.049006759
519,20.91720893
9293,69.71137
9670,69.32718
3716,4.087832
8808,62.23897
6741,56.5926
1449,13.24581884
9070,66.00877
5647,65.21792
3126,8.201372
8469,62.71436
3053,15.77942
2768,9.30555
6124,67.73428
1108,7.522520984
2949,8.681614
1797,14.42671843
8951,61.17556
9824,68.61974
9852,58.40532
6693,56.1122
3406,4.116596
5976,45.09378
4113,2.54657
4342,12.12501
5486,62.5003
1361,2.478012402
1062,4.056889119
6135,49.28233
4242,4.816947
5118,68.05033
191,1.408375942
8608,70.40991
4581,10.83268
8559,48.4017
8970,50.3804
8923,64.20551
1371,9.941798485
6958,60.22003
5850,63.07092
6893,64.88325
5568,41.8312
5803,61.54602
5448,61.33997
111,5.197446331
6896,60.11069
3739,18.81173
1056,8.713385365
3503,11.21716
790,11.75027091
6517,62.98765
9440,57.27183
13,13.01149229
4329,4.51753
6588,50.61987
5452,65.04596
4787,21.39532
6355,62.56252
2929,1.200249
1915,2.811977672
9147,57.86469
2010,2.175619
7404,57.08875
4462,2.477662
7968,71.12765
6282,70.03292
934,3.861708438
5142,51.21873
5975,61.51035
9157,61.49796
7373,64.22853
2502,12.00909
38,7.161561527
1561,9.267785326
4109,10.15472
7913,49.88118
5586,58.67143
7609,68.14733
5748,52.51777
5683,60.23114
5100,66.89101
2458,1.76478
1022,18.39607984
4933,8.91671
5484,50.33619
8335,63.3194
2840,21.0878
8328,56.67924
7864,68.01321
1285,4.837990763
3135,9.389883
4059,2.224168
5036,71.106
8401,59.14986
3768,14.11275
105,22.79214163
3393,3.239188
6709,67.65272
9529,61.83307
1269,13.28051861
4616,12.04581
5248,59.99095
4613,1.921112
4725,5.70629
927,4.035770971
5268,50.90386
664,19.21689293
1542,1.897261446
8868,59.59171
6049,68.50196
4144,1.887597
3360,1.034561
8389,62.72855
3318,8.549649
3198,11.93299
8400,62.23314
2208,11.90634
7426,66.31705
5334,67.34157
9651,66.37555
8509,60.1745
7450,46.87676
7323,59.90148
3866,1.481935
679,6.999864982
7620,51.68219
9085,57.94447
166,12.63074989
6795,54.0886
6306,53.18909
2443,2.420905
2033,2.155733
7234,61.97804
5983,63.18965
6968,56.19888
1607,3.700907475
4914,4.301967
231,5.049303717
6339,67.33827
6715,60.19517
9437,41.84938
6509,58.65834
1558,10.12123118
6829,53.02619
7710,64.36371
3484,7.833185
6664,55.50261
5042,64.30623
1649,4.300271811
7942,62.20392
1927,7.918255804
8989,61.36037
5522,53.22972
9931,61.46622
1851,7.399248624
3763,12.66908
9989,71.26306
886,9.595456517
9772,66.62554
9527,45.65226
7052,57.857
2309,2.130946
6939,61.02337
7011,60.52344
5000,5.368306
3234,8.664975
6719,48.84202
9266,45.94768
4108,3.346632
4027,8.710976
4114,6.623366
8954,46.41634
8956,51.53504
2156,1.319201
3986,6.833364
9533,69.60264
967,11.20984456
3277,1.190018
580,5.884557067
4116,9.710957
6875,59.6819
6987,50.64337
4618,1.76975
771,2.279259145
975,1.591333405
1766,1.042724425
4950,3.684683
64,12.25062113
3415,3.699808
7116,53.81882
3153,2.923404
495,12.75071284
8732,71.99373
5898,62.11875
2549,9.470798
4041,3.903228
3293,7.182107
3487,8.351399
5191,45.27484
5729,58.74129
