CaseOrder,Bandwidth_GB_Year,Device_protection,Online_backup,Options
5835,5902.542522,1,0,3
2960,1262.417547,1,1,4
2538,570.4516207,1,0,2
167,847.110799,0,0,5
9084,5837.932606,0,0,4
2898,1488.056133,1,0,3
2701,1214.354546,0,1,3
189,418.6206885,0,0,5
3609,2026.924358,0,0,5
9218,5524.916473,1,0,4
2340,465.629346,1,0,4
8393,4149.794964,0,1,3
8915,4941.822921,1,0,4
8693,4745.40142,1,1,4
3822,1734.8206,1,1,3
705,1025.701125,0,1,4
34,2680.762173,0,1,5
4293,2715.021658,0,1,4
8154,5816.619375,1,1,3
2709,1146.502548,1,1,2
4247,1015.142572,0,1,4
8220,6066.50191,1,1,4
7261,6581.526436,0,0,4
5256,4883.516353,0,1,4
3077,1081.123619,0,0,4
2230,1776.755229,1,0,4
5174,5527.671776,0,0,4
3883,1512.206567,0,1,3
8836,6497.863463,0,0,1
2733,1262.191241,1,1,3
4281,866.9483546,0,0,4
667,1561.128541,0,0,4
2408,2000.801151,0,1,2
2757,631.6069096,1,1,3
1003,1070.978131,0,0,4
7675,6493.208909,0,1,3
2853,1580.727843,0,1,4
2364,2031.533699,0,1,4
7306,5118.485777,0,0,3
3861,1445.998649,1,0,5
837,2044.73861,0,1,3
646,570.1301629,1,0,3
5151,6528.295974,1,0,4
4353,1149.045043,1,0,4
8392,6426.704792,0,1,3
12,1180.588788,1,0,4
2320,767.624909,0,1,4
7485,6558.341155,0,0,3
6698,4313.243257,0,1,4
1683,2081.752385,0,1,4
8674,3850.583581,1,0,5
8730,6273.577349,1,1,5
9697,5682.484574,0,1,4
6507,6282.538237,1,0,2
5775,5562.051941,1,1,3
6013,5874.668217,0,0,4
9302,5801.206123,1,0,2
8209,5509.83864,0,0,4
6699,6395.153415,0,0,2
1236,1599.474597,1,1,4
4842,1129.873915,0,1,6
9871,4620.499985,0,0,6
7684,4911.224326,0,1,3
5485,4315.04425,1,1,5
9094,5610.20542,0,0,4
6836,5691.001621,1,1,4
5767,4974.163846,0,1,3
1836,2245.475959,0,1,3
3466,909.4363783,0,0,2
5362,4780.976448,0,0,4
1892,1501.32182,1,1,4
1704,1683.078344,0,1,3
5993,3888.542928,1,1,1
2922,1821.752133,0,1,5
6851,5361.413006,1,0,4
3544,1525.934554,1,0,3
4524,1139.028165,0,1,3
900,463.6509838,1,0,3
3075,553.9352596,0,0,1
8806,6093.076557,0,0,4
3281,563.7131359,0,0,3
6274,4558.993397,0,1,3
8004,6286.671937,1,1,3
8257,4569.936966,0,1,4
8940,5590.582279,0,0,2
3358,573.1171783,0,1,3
6062,5869.727078,0,1,4
1460,468.2897271,0,0,4
1231,1154.892024,0,0,4
6755,6272.523927,0,0,3
383,2188.672399,1,1,5
9665,5667.494149,0,0,4
5744,6599.040223,0,0,3
6210,5779.189603,0,0,4
9799,5909.336061,1,1,3
5234,5674.734009,1,1,6
2868,1745.07852,0,0,5
6651,6507.269955,1,1,4
4345,1638.620437,0,1,5
7880,5004.513585,1,0,3
4024,2116.26369,1,0,4
1744,1750.284767,0,0,2
6580,5524.694912,0,1,4
4594,753.7251984,0,0,4
2690,1395.575443,1,1,2
1503,1726.803854,0,1,4
8713,6410.875978,0,1,5
7997,4822.96735,0,0,3
3040,1282.858382,1,0,3
9407,5588.162385,1,1,3
1404,1539.452153,0,0,4
8344,5765.178653,0,0,3
6010,6246.864694,0,0,1
9097,4937.315639,1,1,5
6107,5449.543139,0,1,4
8448,5121.506186,0,1,4
5242,4517.31047,1,1,3
9814,4126.350754,0,1,2
2142,688.0396207,1,0,3
6130,5669.10693,0,1,3
5259,6204.366661,0,1,3
7944,3710.298126,1,1,2
3757,751.4491239,0,0,4
4319,2394.464952,0,0,5
5992,4427.447401,0,0,3
9291,6074.8746,0,0,2
1136,1407.12838,1,0,2
8410,4043.335333,0,0,3
2915,1221.36675,0,1,5
126,1269.836202,0,0,4
5130,5705.264431,1,0,3
3067,1150.220789,0,1,3
2801,1069.152457,0,0,3
3443,449.1682295,0,0,3
8388,5156.063895,0,0,4
6154,5249.968921,1,0,3
8027,4887.271461,0,0,2
4466,1756.414097,0,0,5
9859,5447.605945,0,0,5
1803,700.6270933,0,0,3
3154,1708.507227,1,1,5
3128,1290.286524,0,1,3
4738,1028.310241,0,0,3
9753,6012.531259,0,1,2
8354,4896.176201,0,1,2
3365,765.5762196,0,1,2
2018,2095.701636,0,1,6
9170,6619.456202,1,0,4
2116,1231.728594,0,1,4
9661,5623.598666,0,1,5
7592,5393.762111,0,1,3
8589,6555.679518,1,0,7
4,2164.579412,0,0,5
6941,5273.090225,0,0,3
8226,6360.531849,0,0,3
3876,1306.124464,0,1,3
9307,6330.802447,1,0,4
8074,4235.297978,0,1,3
7418,3805.559709,0,0,2
8276,6783.004249,1,0,3
353,1312.008382,0,0,4
180,737.8564608,1,1,4
8639,4088.428701,0,0,4
5199,6764.539694,1,1,2
7664,5820.96516,0,1,3
4172,666.238562,0,0,4
7249,5304.643513,0,0,4
2866,756.3419475,0,0,4
5247,5655.227579,1,1,3
7725,4932.256357,1,0,4
5979,5046.281771,0,1,4
9336,5839.250864,0,0,6
2498,2007.430866,1,1,4
1993,2230.633867,1,0,5
7233,6988.587622,1,1,3
2422,1505.877788,0,1,5
6087,5184.100141,1,0,2
6418,5244.846457,1,0,3
8820,5805.877345,0,0,5
363,1061.587971,0,0,3
802,1479.639912,0,0,4
3988,1044.205309,0,0,2
2802,921.8193418,1,0,2
8219,5342.130474,1,1,4
6088,5615.851877,0,1,4
3249,1602.19464,1,1,2
4516,1377.344633,1,1,2
3285,1102.197408,1,0,4
1676,1381.481321,1,1,2
138,1404.435534,1,1,7
1999,1045.580948,1,1,5
3523,321.8958659,0,0,4
1593,1204.745285,1,0,2
7182,4755.552483,1,1,3
8831,6174.944351,1,1,3
2070,1918.333346,0,1,5
9047,5467.641304,0,0,3
4331,780.9545758,1,1,2
7939,4467.334158,0,0,2
6269,4888.502724,0,0,6
2273,1588.073926,1,1,4
215,2401.406545,1,0,2
8543,4563.265438,1,1,4
5017,4983.596064,0,1,3
4820,1218.662597,0,1,3
866,1215.412022,0,0,3
7033,6379.174333,0,1,2
7930,4565.513222,0,0,4
7259,5408.328182,0,1,3
3946,2864.553994,1,0,4
4382,837.0503656,0,0,2
3403,1060.105051,0,0,3
2341,1389.232023,0,1,5
822,2551.579661,0,1,1
3953,1316.126296,0,1,3
3515,855.2059629,0,1,5
6375,5819.356258,1,1,2
1180,1072.213221,1,1,5
9295,6511.608523,0,1,4
3747,1288.594508,1,1,4
1950,3098.243332,1,0,4
4497,1119.209524,1,0,5
825,1396.977223,1,1,2
1477,2053.027319,1,0,4
3790,914.9491958,1,0,3
9502,5749.199161,1,1,3
911,984.2036034,1,1,4
8304,6135.261321,0,0,3
4480,960.0935745,1,1,2
69,1808.730555,0,0,5
9387,5689.315894,1,1,4
3600,966.3793761,0,1,4
5643,5715.030445,0,1,4
8047,6369.806909,1,1,4
8919,4462.614161,0,0,2
800,3088.823891,0,1,2
1345,953.8934493,0,0,2
4347,2396.551383,1,1,4
1015,1422.632058,0,0,2
7181,5045.935401,1,0,5
3468,1893.522906,1,1,3
5706,6865.467972,1,1,3
493,1197.080651,0,1,4
7043,5649.459364,1,0,3
3657,874.8586177,1,0,2
3722,1003.915085,1,1,4
2098,2050.942844,1,0,5
9397,4977.596828,1,0,3
1135,2287.741972,0,1,4
3915,972.1523011,0,1,4
9441,4224.921196,0,1,5
5617,4489.267692,0,0,4
3105,438.8951303,1,0,3
7120,5609.120133,1,1,2
749,866.8410599,0,1,5
530,655.3814577,1,0,5
9400,5430.887513,0,0,3
8625,5546.415428,1,0,4
2994,1927.327764,0,0,3
990,732.3533606,0,0,4
9714,5307.208545,1,1,1
4595,726.148196,0,0,3
8387,5407.054485,0,0,3
503,1226.343895,0,1,4
1604,306.0664281,0,0,4
3079,2196.280451,1,0,4
6965,5809.89619,1,0,3
1747,1606.847228,1,0,3
5902,6518.531089,0,1,5
3936,1080.752449,0,1,2
2035,1669.828557,0,1,3
1661,1312.700259,0,1,2
673,1737.354579,0,0,3
8112,6108.111467,0,0,3
1429,1598.603464,1,0,3
885,692.5685037,0,1,5
5403,6559.360681,1,1,2
4412,1002.424825,1,0,3
3231,340.8145206,1,0,2
6382,5487.492711,0,0,3
1046,2155.00052,1,1,4
5833,6590.287954,0,0,4
7649,6071.410686,1,1,3
5388,6340.235212,0,1,3
647,1178.057753,1,0,3
5919,5801.078035,0,1,4
9264,4458.339586,0,0,3
3092,2233.112834,1,1,4
9744,3964.304244,0,0,5
6108,5753.65882,1,1,4
1908,505.6979276,0,1,5
8302,6327.647329,1,1,4
1529,1069.400199,0,1,4
9216,5614.790593,0,0,3
5891,4616.261041,1,0,5
2533,1498.783318,1,0,4
8142,5934.44869,0,1,3
7599,6173.441338,1,1,5
3219,1872.755243,0,1,3
3025,1221.605576,0,1,3
4154,1225.839629,0,0,4
7350,4291.029972,1,1,3
7136,4605.854101,1,0,4
5083,5098.53904,0,0,4
6469,5495.323342,0,1,4
9002,6291.039364,0,0,1
3510,1996.584616,0,0,1
7165,5740.41201,0,1,3
6670,5566.092166,0,1,3
8272,6525.625338,1,1,3
668,323.972804,0,1,3
5449,6054.367041,0,1,4
7288,5985.296176,0,0,3
6094,4654.692645,1,0,2
1900,596.8051649,0,0,5
9319,5661.364423,1,1,5
6203,4165.246664,1,1,2
1057,1480.891431,1,1,4
5514,4727.689294,0,0,3
5236,6210.519966,0,0,3
6223,5899.937578,1,0,4
9453,4622.488998,1,1,5
8640,5608.519136,1,1,5
4707,786.0804243,0,1,4
319,1143.826239,0,1,2
9547,5490.224221,0,1,2
2784,2087.462333,0,1,3
2678,1289.426725,0,0,5
9589,5638.313929,0,1,4
8000,6013.898703,0,1,4
3478,971.649096,1,0,2
9599,5306.886205,1,0,4
3704,2692.714225,1,1,3
3767,1118.312856,1,0,4
1846,2171.802329,1,0,2
211,710.7541633,0,0,5
7018,5021.919456,1,0,1
4449,1746.862212,1,1,3
7190,3858.410287,0,1,3
2588,1381.77131,1,0,5
581,261.1185652,0,0,2
3604,1291.655399,1,0,4
937,1375.909262,1,0,3
4546,917.1665939,0,1,5
1672,1071.920592,0,1,3
4101,1692.14874,1,1,1
6131,5901.89928,1,0,3
7855,5510.361577,0,1,4
5503,6237.268861,1,1,3
3081,1078.288288,0,0,3
2545,2227.799509,1,1,3
269,1740.72604,0,0,3
4827,814.3727251,0,1,4
4223,700.7755614,1,1,3
3136,1318.027865,0,0,5
4468,1385.269228,0,0,4
6920,5898.900513,1,0,5
9164,3572.738241,1,0,1
3862,816.9425462,0,0,6
9624,6432.294015,0,0,5
4568,538.267259,0,1,3
487,1115.476658,1,1,4
2843,463.9097938,0,0,2
507,2329.912456,0,1,4
4489,1289.865177,0,0,3
2756,1425.150573,0,0,3
5610,5356.753961,1,1,4
6018,5991.45754,0,1,4
795,854.4182496,1,1,3
8007,5367.181608,0,0,3
1739,1727.703167,0,0,4
9063,6067.585868,0,0,4
4084,1258.92066,0,1,3
5895,5874.695874,1,0,4
3471,696.7035556,0,1,3
9922,5931.595281,0,0,2
5496,5566.008454,1,1,3
8380,5092.941424,1,0,5
4695,835.073392,0,0,3
9124,6313.28774,1,1,3
9870,4110.601155,1,0,3
2390,598.858359,1,0,3
2737,818.8755109,0,0,1
6828,3842.137812,0,0,3
9366,5500.10857,1,0,2
4748,451.0754045,1,0,5
5819,6171.559833,1,0,3
809,993.6031859,0,1,4
3412,1093.745962,1,1,4
1232,2207.637213,0,1,5
5432,5312.129835,0,0,3
2869,1276.902314,0,1,4
1992,937.3165462,0,1,2
5267,6048.018658,1,1,3
704,947.6695867,1,1,4
7893,5449.052305,1,0,4
3962,734.4252105,0,0,4
1247,1550.154506,0,0,3
2715,2047.681612,1,1,5
9339,4974.114415,0,0,3
9093,5594.44205,0,0,4
4083,1030.22533,1,1,4
234,1575.683555,1,0,2
5577,5249.465143,0,1,4
1278,1681.813552,0,1,6
9487,5882.516568,0,0,3
5339,5431.249367,1,1,3
5552,5055.536874,0,0,4
3294,805.8117417,1,1,3
7612,6749.102107,1,1,4
9417,5547.79964,1,1,3
9678,5116.876043,0,0,3
8216,5842.03594,1,0,2
8948,6484.571924,0,1,4
7955,5785.96133,0,0,3
7589,4346.836338,1,1,3
7177,5480.31735,1,0,4
350,380.0501404,0,1,3
1667,1659.769248,0,0,3
404,952.5914921,0,1,4
8704,5797.577084,0,0,4
8144,6236.771039,1,0,2
5996,5746.454782,0,0,3
8782,5760.474223,1,0,4
6147,4875.213905,0,1,4
8499,4472.040669,1,0,4
1585,966.6292325,0,0,3
4766,1332.850025,1,0,3
2595,986.8685971,0,0,3
5788,4031.48686,0,0,2
1767,1782.747566,0,0,5
2887,1406.307337,1,0,4
3970,2007.890075,0,0,5
8230,5456.006313,0,1,3
9694,4639.229318,0,0,2
7453,6428.102346,1,1,4
1975,1597.578464,1,1,4
8627,5386.675909,0,1,3
2414,1702.870167,0,1,3
1356,1797.14783,0,0,3
1043,1503.123653,0,1,1
3190,3186.79335,1,1,3
6618,5652.969156,1,0,4
5773,6024.715109,0,1,4
4898,1991.629188,0,1,4
417,1155.782468,0,1,3
8762,3971.648787,0,0,4
8260,4534.558824,0,0,3
6,1039.357983,1,1,4
7393,5399.959925,1,0,3
1820,1234.044483,1,1,5
9971,5471.040392,0,1,3
7888,5476.19566,0,0,5
4577,1924.414895,0,1,5
8822,4240.153662,1,1,4
5764,4927.165029,0,0,4
2612,530.0667964,1,0,5
9389,5583.623978,0,0,3
8313,4809.347606,0,0,4
3582,761.9185367,1,0,3
298,774.6125757,1,0,3
4586,2199.664389,0,0,4
1498,1243.061143,0,1,3
9299,4761.06852,1,0,4
5615,5500.343313,1,1,4
1863,1233.807825,0,0,3
997,1173.76564,0,0,2
8852,5868.506672,0,1,5
6804,6511.601292,0,0,2
9830,5359.342819,1,1,5
6442,5954.978524,0,1,5
525,522.7806578,1,0,4
8727,6608.716989,1,0,3
5470,5460.921432,1,1,5
9842,5794.294165,0,0,3
6470,3780.253613,0,1,4
758,830.61429,0,1,2
1413,935.5106086,0,0,4
8490,5648.297688,0,0,5
1666,1890.640168,0,1,4
5459,5112.939726,0,1,5
7135,6020.055985,0,1,4
6373,5470.575506,0,0,2
7988,5675.905105,0,1,3
9903,4713.388987,1,0,3
3742,942.1751694,0,0,4
5487,3601.393455,0,1,3
740,248.179366,0,0,3
5880,6002.159687,1,1,4
67,1007.425553,1,0,4
549,2847.700412,0,1,4
305,1729.837284,1,0,3
7629,4502.462771,1,0,3
7582,6176.702519,0,0,6
4784,1185.478786,1,1,2
8547,6100.344382,0,0,5
9485,5745.359728,1,1,4
612,821.4684599,1,0,3
4959,1975.678599,1,1,6
2968,1114.196033,1,1,2
5982,5470.490324,0,1,4
6141,5980.037893,0,0,4
1663,913.9152886,1,1,3
1073,789.5226439,0,0,3
1388,1733.107782,1,0,4
998,1280.37995,1,0,3
7022,5738.755668,0,0,2
6557,6473.783327,1,1,2
3804,1145.212837,1,1,4
986,2323.778584,0,0,3
411,1254.725693,1,0,2
3637,724.2830732,1,1,2
7273,5926.760477,0,0,3
3820,411.3879952,0,0,4
2754,387.3140839,0,0,3
5002,5356.543952,1,1,5
8611,5413.975477,0,0,4
7456,5662.934771,0,1,4
2638,2593.650846,1,0,4
5164,4955.912119,0,0,4
974,863.4623731,0,1,3
1375,2730.054658,1,1,4
6278,6201.748972,1,0,2
7980,5569.122833,1,1,3
9788,5186.710991,0,1,4
8759,6001.002897,1,0,2
1085,1155.865056,0,1,5
4049,783.1783931,0,0,3
7260,5213.694521,1,0,4
9653,6185.198141,1,1,5
8801,6237.31669,0,1,4
6186,5640.487005,0,0,3
5300,3795.698707,0,1,3
8895,4093.69412,1,1,5
1792,1467.981883,1,0,5
1559,1116.314298,0,0,3
2539,1406.070492,0,0,2
4931,808.6437867,0,0,3
2541,1280.53691,1,1,5
5946,4810.255665,0,1,4
2170,883.6816755,0,1,4
5127,5708.957593,0,0,3
637,991.424632,0,0,3
2232,1946.937264,1,1,4
82,943.3391244,1,0,4
3148,1158.054054,1,0,3
4169,783.5447103,1,0,3
3631,1282.568064,0,0,4
9331,5394.514435,0,0,3
5553,5350.192494,1,1,5
9721,4183.300117,0,1,4
7498,5627.401455,0,1,4
9802,5234.1788,1,0,5
213,757.0097075,0,1,3
2195,805.2602253,0,0,3
5621,5884.613452,0,1,3
884,2072.078593,1,0,4
1385,432.0011277,0,0,2
1562,2113.787891,1,1,1
4239,1620.224811,0,0,3
757,1708.75722,0,0,3
4896,1384.04032,0,1,4
8680,5495.763652,0,1,3
4157,1060.698386,1,0,3
6716,5614.673422,0,1,4
9934,5601.799448,1,0,4
1024,908.6839372,1,0,4
2535,950.4411542,0,1,5
396,1404.773397,0,0,3
5713,4121.77937,1,0,3
8394,5999.083618,0,0,4
1346,682.4871065,1,0,3
6831,5579.442865,0,0,4
3666,412.2016012,0,1,4
1014,1668.961962,0,1,4
8578,5964.374183,0,0,3
2936,792.3707277,1,1,2
6895,5914.349979,1,0,3
2438,2336.999053,1,1,3
5253,5832.634128,0,1,5
6819,5674.248741,1,0,4
8997,4777.954889,1,0,6
5907,6294.155657,0,1,3
9306,6534.389245,0,1,4
3054,1391.452254,0,0,4
9747,5294.992478,0,0,4
6858,5105.145541,0,0,4
7642,5532.170372,1,0,3
8093,4580.300146,0,1,4
7271,5652.677937,0,1,5
8585,4833.292191,0,0,3
7343,6420.118468,0,0,3
5260,4928.588057,0,0,5
1890,2087.543903,1,1,3
7721,5507.49448,0,1,3
1627,2054.101088,0,1,3
6262,5925.795152,0,1,6
699,1300.689811,0,1,5
1882,695.0510444,1,0,2
1772,850.5053759,0,1,4
7328,4683.762963,0,0,3
9889,6003.720515,1,0,3
6710,5905.391088,1,1,3
5585,5368.841578,1,0,4
446,1932.20577,1,1,4
6993,6104.10638,0,1,5
1400,627.3962656,1,0,3
7993,6056.561962,1,1,3
2012,1903.284724,1,0,4
243,283.39178,0,0,4
8557,5964.070556,0,1,4
7952,6583.556553,0,0,4
7241,5199.488203,0,1,3
9848,6076.740541,0,0,2
9399,6055.20888,1,1,5
9703,5914.162068,0,0,2
4662,1512.005651,0,0,3
7061,6376.421613,1,0,2
3608,1066.249033,1,0,4
4456,1089.367201,1,1,4
8018,4339.192341,0,1,3
8438,5396.238934,1,1,3
4279,2427.967505,0,1,2
8656,4324.605332,0,0,3
452,573.9920618,1,1,2
6073,6377.789045,1,0,4
1626,618.4967851,0,0,3
7767,4345.452904,1,1,4
4261,1638.079725,0,0,2
502,785.6266383,1,1,3
4866,1377.348602,0,0,3
1622,1331.25339,1,1,4
5728,4533.008494,1,1,4
5798,5938.865925,0,0,3
71,2676.789803,0,1,3
2131,3232.873635,0,1,3
3505,414.3393996,1,0,3
3664,1419.94259,0,1,2
7518,5088.789141,1,0,4
197,1708.614019,0,1,2
9420,4996.932332,1,0,5
7377,4064.656734,0,0,3
6610,4309.116061,0,0,4
8039,5368.229398,0,0,4
7848,5923.952015,1,0,6
7459,5244.329034,1,0,4
8377,4443.924934,1,0,3
6789,6273.352469,0,0,3
118,1701.457566,1,1,1
2991,1318.670361,1,1,4
8352,6233.347563,0,0,4
2484,1572.076515,0,1,3
4525,1296.523969,0,0,3
6570,5632.15471,0,0,2
2992,1233.655272,0,0,2
9797,4725.259403,1,1,2
6459,6015.112937,1,0,2
2416,839.5696843,0,1,3
4305,946.0176525,0,0,2
3789,313.8263132,1,0,3
633,1241.892931,1,0,4
8778,6018.341413,1,0,2
4318,978.1726612,1,1,5
2838,1161.691491,0,0,3
621,1499.600891,0,0,3
4035,2198.49291,1,0,1
8180,5981.217808,1,0,2
9261,5089.309759,0,1,4
7862,5130.859668,0,0,3
1299,2138.553831,0,1,5
6495,6873.906816,1,0,2
4426,816.0468833,0,0,4
8211,5144.475146,1,0,4
9163,5075.816829,1,1,5
8095,6255.953775,0,1,2
2668,1069.18746,0,0,3
6482,5047.950436,0,1,4
2841,1983.300598,0,1,4
5650,6296.461831,1,0,3
9693,6082.695932,0,1,4
9435,5852.299578,0,1,4
5394,4935.980732,1,1,2
6759,5185.302334,0,1,3
7083,4957.613255,1,1,4
368,686.9354616,1,0,4
7160,5879.343088,1,1,2
4207,499.2698644,1,0,1
454,1233.975771,0,1,4
3243,691.1647876,0,1,4
5249,6521.587044,0,1,3
5592,5779.744736,1,0,4
9616,5702.684165,0,0,5
7137,6510.690917,0,0,3
7255,5875.620719,0,1,3
3906,2131.892874,1,1,1
3677,1876.277402,0,1,5
9128,4318.58203,1,1,3
6038,3145.639435,0,1,4
2247,1151.972963,1,0,2
8957,5558.549267,1,0,5
3240,462.4081269,0,0,3
4381,1015.130356,0,0,4
3309,877.7033783,0,0,3
7619,5941.885851,0,0,5
9054,5878.566682,0,1,3
1919,2100.288363,1,0,2
1021,1604.372091,0,1,3
6908,5503.376914,1,0,3
5306,4549.059635,0,0,4
5319,4918.504071,0,0,4
8301,6562.450391,0,1,4
9380,4852.53915,1,0,4
7901,4745.853799,1,1,4
7854,5531.341307,0,0,3
5254,6121.333453,0,0,4
796,829.2707102,0,1,3
7747,6349.139653,0,1,3
7756,5144.345915,1,1,4
6988,4926.954935,1,0,4
4079,2569.290158,1,0,5
9240,6339.601147,0,1,6
6959,4405.254802,1,0,3
6371,4719.805869,0,0,4
4099,1235.041233,0,1,3
7964,5062.276295,1,0,3
1808,1329.24842,1,0,3
7081,5393.585005,0,0,2
5123,5638.778543,1,1,4
1018,1223.869565,1,0,2
1885,391.0106655,1,0,4
7603,5655.241249,0,1,4
6773,5360.683391,0,1,4
8061,5479.424336,0,0,2
3917,562.038508,0,1,4
9475,5161.60863,0,0,4
5323,4317.109974,0,1,3
3713,1060.670899,1,0,2
7521,5184.174341,0,0,5
207,617.542543,1,1,3
3901,1559.33881,1,0,3
5951,5988.164218,0,0,3
2804,1481.311788,0,0,4
8942,6538.750068,1,1,3
1878,975.7615787,1,0,5
881,1041.301237,0,0,3
4199,1109.204756,1,0,4
5807,5761.220242,0,0,3
5645,4130.432282,0,1,4
1358,1495.341126,0,1,2
6916,6327.154101,0,1,2
2276,2657.509636,1,1,3
4961,1507.261366,1,0,2
5884,5976.68996,1,1,4
3386,1618.001407,0,0,2
9636,5441.651124,0,0,2
7816,6185.878482,1,1,1
683,2283.692222,1,0,4
6085,5239.916322,1,0,4
2891,1303.89059,1,0,4
87,593.8572264,0,1,5
9516,5758.699624,1,1,4
7129,5400.888902,0,0,2
9181,6343.939228,1,1,4
6241,5758.811211,0,0,4
751,1788.145063,1,1,5
4453,1377.652033,0,1,4
8459,5322.61702,0,0,4
3925,1192.457478,1,1,4
9563,6209.349746,0,1,4
1246,1486.494353,1,0,2
9746,4249.008184,1,0,2
8884,5100.988534,1,1,5
4807,2038.974824,1,1,3
7080,5448.251802,0,0,2
6989,5994.045373,0,1,4
1365,956.9132284,0,1,2
3945,880.3136958,1,1,4
3751,1943.981469,0,0,4
6315,4227.212401,1,1,3
7600,5959.251896,0,0,5
2076,1315.312803,1,0,4
3395,1014.229725,1,1,3
6387,4021.274223,1,0,5
7761,5314.541588,0,1,3
9247,4610.018066,0,0,5
1720,1827.283455,1,1,3
2862,1607.273001,0,0,2
239,1146.199921,0,1,3
2353,2212.360308,1,0,4
5171,6050.818366,0,0,5
8540,5659.896824,0,0,4
5774,4895.745165,0,0,4
323,1564.936841,1,0,3
6326,5149.296023,1,1,4
5228,4118.129556,0,0,3
6883,6760.900419,0,1,3
5217,6230.661267,1,1,5
1827,1711.601451,1,0,5
2376,325.5857485,0,0,4
9344,6391.040605,1,0,4
5430,5766.913605,0,0,3
4627,2186.78593,0,0,5
3916,1769.609462,0,0,4
535,673.2665835,0,1,3
7590,5769.871286,0,1,3
8281,6208.609729,1,0,2
2832,962.301603,0,0,3
9409,3830.124693,1,1,3
393,1167.271182,1,0,1
4262,1243.099192,0,0,4
3594,1524.896385,1,1,4
5878,5511.579607,0,1,4
2000,1144.770736,1,1,2
5032,5851.65666,0,1,3
8824,5700.115786,1,1,2
4377,1390.143881,0,1,6
1027,1086.632821,0,0,5
4654,1058.563314,0,0,3
3512,896.9821918,0,0,4
8986,5919.136057,0,0,4
2157,1094.644005,1,0,3
3481,1676.80832,0,1,5
4755,2275.34376,0,1,4
1801,1062.905651,1,1,4
1017,1150.804118,0,0,4
9977,6303.172568,0,1,5
9137,5259.588349,0,0,4
3539,2850.191042,1,0,4
8795,4977.28191,0,1,4
6037,5187.833012,0,0,3
3824,1575.21359,1,1,5
3817,1494.926003,1,1,2
3452,1342.598456,1,0,5
263,684.6318529,0,0,4
847,1277.906866,0,0,5
6181,6066.459973,1,1,3
4354,742.5950937,1,0,5
3591,1005.757327,1,0,5
8025,5736.061108,0,1,3
6515,3764.349824,0,1,5
4087,1017.250159,1,1,3
1239,1283.000223,1,1,3
2798,991.6943982,0,1,5
1147,1973.393367,1,1,2
1643,781.9302227,1,1,4
3344,1483.797409,1,0,3
6008,5598.408561,0,0,3
7133,6002.2228,0,0,3
6794,5377.07267,0,0,2
6297,6466.569641,0,1,3
8854,6472.088412,0,0,5
3668,618.2837675,0,0,3
6521,3673.166054,0,0,3
4390,2158.69019,1,1,3
7465,5229.767856,0,0,4
7641,4503.081003,1,1,2
5454,3491.783586,0,1,4
1454,1374.793483,1,1,4
1698,1882.951404,1,0,3
6292,6003.332389,0,1,3
7362,5552.848067,0,0,3
9325,5690.433807,1,0,3
8396,5777.144351,0,1,3
3663,837.2841389,0,0,3
2430,2023.901526,0,0,4
5492,5248.280009,1,0,1
8484,3715.869075,1,0,4
1906,785.6688028,0,0,4
4722,1680.906796,1,0,2
5476,5981.238779,1,0,4
8850,5185.231247,1,1,4
6409,6033.438284,1,1,6
7737,5382.024213,0,0,3
8475,5351.472842,1,1,4
8712,4917.704271,0,0,4
9193,5550.321643,1,1,4
2556,837.2614393,1,0,3
9525,6361.936513,1,1,3
3899,1990.499153,1,0,4
2147,1408.898779,1,1,4
8157,6012.6506,1,1,4
4549,1880.004543,0,0,4
3247,1772.729252,1,1,3
7539,5942.9188,1,0,5
4343,1740.076162,1,0,2
9909,5614.743616,1,1,5
1550,1068.30748,0,1,5
5120,6271.67502,1,1,5
8424,5666.607489,1,0,6
5666,6157.745923,0,1,3
8340,5807.53439,0,1,3
4557,1735.029687,0,1,4
8474,5026.753166,1,0,4
6340,4926.848896,0,0,4
8907,5916.482428,0,0,3
5085,5040.384412,1,0,4
8287,6087.732666,0,1,4
4801,700.4813335,0,1,3
9578,4716.874438,0,1,2
6414,5271.605896,0,1,5
4653,1069.807995,0,0,5
8655,4967.376182,0,1,3
994,791.8768514,0,1,4
9106,5168.014204,1,1,3
1055,551.6881554,0,0,3
4797,636.617816,0,0,3
8430,6273.278412,0,0,5
9036,5831.190256,1,1,4
4888,2774.912011,0,0,3
9738,5556.021088,1,0,3
2999,1622.06829,1,1,4
9183,6024.865758,1,0,3
791,1354.241904,0,1,2
7815,5181.433033,0,1,4
935,1706.688082,0,1,4
7444,6823.312804,1,1,2
6681,5823.67123,0,1,4
4003,1326.326983,0,0,4
1784,479.0156739,0,0,3
5890,5655.455765,1,1,3
1735,1321.712528,1,0,4
701,1511.1388,1,0,4
3873,579.0788972,0,1,3
7558,5326.224652,1,1,4
345,289.9240291,0,1,4
4798,2297.2034,1,1,3
5369,4463.694644,1,1,3
4971,814.0807452,1,1,4
1082,1756.819542,0,0,4
3645,1003.311614,0,1,4
6314,4316.919681,1,0,5
3038,1177.477272,0,0,3
7183,5732.940723,0,1,5
6253,4866.05903,0,0,3
7365,6432.95498,1,1,3
6230,6192.141187,1,0,3
324,1354.401018,1,0,3
9179,4944.584376,0,0,3
